department,year,yield,area,production
Loire,2016,6.4,10580.0,67712.0
Loire,2017,5.6,10000.0,56000.0
Loire,2018,5.3,9760.0,51728.0
Loire_Atlantique,2016,6.1,58760.0,358436.0
Loire_Atlantique,2017,7.1,56067.0,398075.7
Loire_Atlantique,2018,6.1,55588.0,339086.8
Loiret,2017,6.9,97440.0,672336.0
Loiret,2018,6.9,94985.0,655396.5
Lot,2016,4.9,10800.0,52920.0
Lot,2017,4.8,9800.0,47040.0
Lot,2018,4.2,9830.0,41286.0
Lot_et_Garonne,2016,5.7,64600.0,368220.0
Lot_et_Garonne,2017,6.5,59400.0,386100.0
Lot_et_Garonne,2018,5.6,60000.0,336000.0
Lozere,2016,4.5,1710.0,7695.0
Lozere,2017,4.6,1845.0,8487.0
Lozere,2018,4.7,1655.0,7778.5
Maine_et_Loire,2016,5.7,89293.0,508970.1
Maine_et_Loire,2017,7.0,85485.0,598395.0
Maine_et_Loire,2018,6.4,83492.0,534348.8
Manche,2016,6.17,43100.0,265927.0
Manche,2017,7.5,41570.0,311775.0
Manche,2018,6.7,39320.0,263444.0
Marne,2017,8.1,166500.0,1348650.0
Marne,2018,8.2,163500.0,1340700.0
Mayenne,2016,6.2,82486.0,511413.2
Mayenne,2017,7.6,78860.0,599336.0
Mayenne,2018,6.4,79950.0,511680.0
Meurthe_et_Moselle,2017,5.8,69100.0,400780.0
Meurthe_et_Moselle,2018,6.5,64250.0,417625.0
Meuse,2016,4.86,83800.0,407268.0
Meuse,2017,6.2,85500.0,530100.0
Meuse,2018,7.0,77000.0,539000.0
Morbihan,2016,6.8,63200.0,429760.0
Morbihan,2017,7.71,62500.0,481875.0
Morbihan,2018,6.9,62150.0,428835.0
Moselle,2017,6.0,77850.0,467100.0
Moselle,2018,6.6,66200.0,436920.0
Nievre,2017,6.96,46900.0,326424.0
Nievre,2018,6.3,46300.0,291690.0
Nord,2017,9.0,114500.0,1030500.0
Nord,2018,8.8,114690.0,1009272.0
Oise,2017,8.3,156700.0,1300610.0
Oise,2018,8.1,155000.0,1255500.0
Orne,2017,7.5,81250.0,609375.0
Orne,2018,6.6,81480.0,537768.0
Pas_de_Calais,2017,9.2,169500.0,1559400.0
Pas_de_Calais,2018,8.9,169510.0,1508639.0
Puy_de_Dome,2016,6.0,46300.0,277800.0
Puy_de_Dome,2017,6.1,44000.0,268400.0
Puy_de_Dome,2018,6.0,42300.0,253800.0
Pyrenees_Atlantiques,2016,5.5,5800.0,31900.0
Pyrenees_Atlantiques,2017,6.2,5250.0,32550.0
Pyrenees_Atlantiques,2018,4.5,5350.0,24075.0
Pyrenees_Orientales,2016,2.8,155.0,434.0
Pyrenees_Orientales,2017,4.3,165.0,709.5
Pyrenees_Orientales,2018,3.5,145.0,507.5
Rhone,2016,6.0,10800.0,64800.0
Rhone,2018,6.2,9925.0,61535.0
Saone_et_Loire,2017,7.63,38300.0,292229.0
Saone_et_Loire,2018,6.4,38600.0,247040.0
Sarthe,2017,7.4,88521.0,655055.4
Sarthe,2018,6.4,88571.0,566854.4
Savoie,2016,6.0,1020.0,6120.0
Savoie,2017,6.37,930.0,5924.1
Savoie,2018,6.3,930.0,5859.0
Seine_et_Marne,2017,8.1,135925.0,1100992.5
Seine_et_Marne,2018,7.7,130925.0,1008122.5
Seine_Maritime,2018,8.6,114080.0,981088.0
Seine_Saint_Denis,2017,8.2,335.0,2747.0
Seine_Saint_Denis,2018,7.7,355.0,2733.5
Somme,2017,8.8,191400.0,1684320.0
Somme,2018,8.4,189250.0,1589700.0
Tarn,2016,5.3,41190.0,218307.0
Tarn,2017,5.7,38500.0,219450.0
Tarn,2018,4.6,38890.0,178894.0
Tarn_et_Garonne,2016,5.5,44100.0,242550.0
Tarn_et_Garonne,2017,5.7,41450.0,236265.0
Tarn_et_Garonne,2018,4.9,40700.0,199430.0
Territoire_de_Belfort,2016,5.0,3029.0,15145.0
Territoire_de_Belfort,2017,8.04,2905.0,23356.2
Territoire_de_Belfort,2018,6.5,2800.0,18200.0
Val_d_Oise,2017,8.2,24270.0,199014.0
Val_d_Oise,2018,7.7,23015.0,177215.5
Val_de_Marne,2017,7.5,430.0,3225.0
Val_de_Marne,2018,7.5,390.0,2925.0
Var,2016,4.1,407.0,1668.7
Var,2017,3.69,308.0,1136.52
Var,2018,3.39,264.0,894.96
Vaucluse,2016,4.0,2338.0,9352.0
Vaucluse,2017,2.9,1852.0,5370.8
Vaucluse,2018,2.95,1905.0,5619.75
Vendee,2016,6.2,82290.0,510198.0
Vendee,2017,7.1,80998.0,575085.8
Vendee,2018,5.7,79743.0,454535.1
Vienne,2016,5.0,135570.0,677850.0
Vienne,2017,6.6,131485.0,867801.0
Vienne,2018,6.4,126140.0,807296.0
Vosges,2017,6.2,25500.0,158100.0
Vosges,2018,6.25,25450.0,159062.5
Yonne,2017,6.57,125450.0,824206.5
Yonne,2018,6.8,122900.0,835720.0
Yvelines,2017,8.0,34635.0,277080.0
Yvelines,2018,7.6,34150.0,259540.0
